time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/std,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/approx_kl
753664,46,1226.6608702199999,85,8794,1000.0,0.1740572452545166,4.0224534548245945,0.36976304945054944,0.2,1491,0.004864403971593705,0.7678142786026001,0.0003,-0.001632570056244731,-0.0010640055509181796,0.033331495
770048,47,1223.25264666,87,8809,1000.0,0.17385905981063843,4.028764789066617,0.34790426587301587,0.2,1493,0.00695757548295198,0.7347396016120911,0.0003,0.04660873860120773,0.007678305390217002,0.02791467
786432,48,1221.85551984,89,8802,1000.0,0.17394977807998657,4.036490115333586,0.3675825140449438,0.2,1498,0.0055869278499738,0.7613571882247925,0.0003,-0.02835528738796711,-0.005625018325881956,0.03528854
802816,49,1232.07778076,91,8816,1000.0,0.17394770681858063,4.035059980643812,0.3600714631782946,0.2,1501,0.010370276113899872,0.7102022171020508,0.0003,0.0021289773285388947,0.006919725962315304,0.045140844
819200,50,1235.84523313,92,8826,1000.0,0.17413043975830078,4.0250571688766,0.34787735849056606,0.2,1504,0.0042868788081730875,0.8050237894058228,0.0003,-0.0015865701716393232,0.001501317812516442,0.029435027
835584,51,1236.9288509000003,94,8825,1000.0,0.17391087114810944,4.022371097583676,0.3654967350746269,0.2,1508,0.005196053670274455,0.7766863107681274,0.0003,-0.02278721332550049,-0.001030481566410901,0.038928576
851968,52,1242.0089029,96,8835,1000.0,0.17379772663116455,4.034351333087643,0.35903870033112584,0.2,1511,0.004493081555177538,0.7600955367088318,0.0003,-0.011208160780370235,0.0032299272592691396,0.032648414
868352,53,1241.0977947000001,98,8843,1000.0,0.17382216453552246,4.0324095738161905,0.3421576433121019,0.2,1514,0.004560947041531467,0.8433737754821777,0.0003,-0.022122075781226158,0.0021414850352059122,0.033873394
884736,54,1238.2642721099999,100,8835,1000.0,0.17365773022174835,4.036387264728546,0.3744032118055556,0.2,1519,0.003996869860404533,0.8761033415794373,0.0003,-0.02899494580924511,-0.00946635945486681,0.03859139
901120,55,1236.71412061,101,8851,1000.0,0.17362184822559357,4.042417837225872,0.3461277173913043,0.2,1521,0.00749877550760689,0.7590279579162598,0.0003,0.019755087792873383,0.008079316963077239,0.031663846
917504,56,1236.9828252,103,8848,1000.0,0.17353056371212006,4.043435194553473,0.3738314636752137,0.2,1525,0.0052535130918965256,0.8087418675422668,0.0003,-0.010887443087995052,-0.004427661514307698,0.03534449
933888,57,1237.5852768700001,105,8849,1000.0,0.17317350208759308,4.064270094708279,0.37392666103603606,0.2,1529,0.0053827138302998765,0.7913837432861328,0.0003,0.007887471467256546,-0.0010304610047757894,0.03413907
950272,58,1235.51861093,107,8842,1000.0,0.1731887310743332,4.079313828263964,0.3833565848214286,0.2,1534,0.004998962083066415,0.8064463138580322,0.0003,-0.031038198620080948,-0.007645619617375944,0.034973036
966656,59,1240.32465189,109,8850,1000.0,0.17297275364398956,4.082005023956299,0.33631365740740743,0.2,1537,0.0035414989520278243,0.8191364407539368,0.0003,-0.02237943932414055,0.004143626487779397,0.037808005
983040,60,1241.96979624,110,8857,1000.0,0.1728322058916092,4.092347758555273,0.36250456871345027,0.2,1540,0.0036879456179946314,0.8369710445404053,0.0003,-0.011122330091893673,0.0013533846586833746,0.031242983
999424,61,1244.5676467300002,112,8876,1000.0,0.17275018990039825,4.097124448636683,0.2848704268292683,0.2,1541,0.004708624189356115,0.8232033848762512,0.0003,0.02401803620159626,0.009034542662159698,0.020275759
1015808,62,1238.29849876,114,8880,1000.0,0.17310772836208344,4.08919252876107,0.3519799618320611,0.2,1544,0.0062642456121202415,0.8340888023376465,0.0003,-0.016123438253998756,0.003626271277196876,0.041158374
1032192,63,1224.47044146,116,8875,996.34,0.17297492921352386,4.084018701598758,0.3832155257936508,0.2,1548,0.008008900857974021,0.7872937917709351,0.0003,-0.012173222377896309,-0.004709761388348563,0.03466303
1048576,64,1221.55877325,118,8879,996.34,0.17300881445407867,4.085557752619676,0.3563652663934426,0.2,1551,0.013631451625600864,0.7287957668304443,0.0003,-0.018254775553941727,-0.0022179213405937935,0.034305952
1064960,65,1215.92054596,119,8876,996.34,0.17276085913181305,4.098149729666309,0.3633907710280374,0.2,1555,0.00794373516637449,0.7618862390518188,0.0003,-0.01846424490213394,-0.004075189759175806,0.03645998
