time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/std,train/approx_kl,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss
1343488,1000.0,82,6366,211,1319.4826762900002,0.00040499288471766817,0.0003,1.460126176030929,-0.03686897084116936,0.2139652967453003,0.035704777,0.2,768,0.9458478093147278,0.3612762147009967,-0.020322541143912264
1359872,1000.0,83,6377,213,1319.95944785,0.0006259499977291753,0.0003,1.5235174544870036,-0.025973675772547722,0.21290303766727448,0.030971395,0.2,774,0.9626302719116211,0.3337114726027397,-0.014084221663795514
1376256,1000.0,84,6396,215,1325.6100563700002,0.0005082937552873835,0.0003,1.5912666199570995,-0.005088426172733307,0.2115958333015442,0.03288259,0.2,779,0.964449405670166,0.3266154661016949,-0.013563988398034441
1392640,1000.0,85,6407,217,1325.6177690299999,0.0006567523065329743,0.0003,1.6728332313276204,-0.040609557181596756,0.21000643074512482,0.033101607,0.2,787,0.9687173366546631,0.3715872591006424,-0.01935376920109132
1409024,1000.0,86,6414,219,1326.26197279,0.0005677329571154307,0.0003,1.76565039137243,-0.052604153752326965,0.20850735902786255,0.042862266,0.2,797,0.9594907760620117,0.3645382785467128,-0.021683021362348877
1425408,1000.0,87,6426,221,1321.901065,0.0006251863740425733,0.0003,1.860213009843526,-0.019727066159248352,0.20675094425678253,0.033257224,0.2,804,0.9620580077171326,0.34840345036319614,-0.01712220000130176
1441792,1000.0,88,6447,223,1321.87845232,0.0011253268558442209,0.0003,1.9239509463844813,-0.027912896126508713,0.20604117214679718,0.026978275,0.2,808,0.9493649005889893,0.3174572589686099,-0.006847712495301604
1458176,1000.0,89,6459,225,1322.87206592,0.000540869408522571,0.0003,1.976224570118602,-0.03217480704188347,0.20507609844207764,0.033050347,0.2,815,0.96360182762146,0.3393726444723618,-0.014989408262216734
1474560,1000.0,90,6466,228,1324.4571901499999,0.0005101021757909212,0.0003,2.03562803107701,-0.029626211151480675,0.2040424346923828,0.032247476,0.2,822,0.9683396220207214,0.34608497191011234,-0.016786102074711175
1490944,1000.0,91,6479,230,1318.6962668800002,0.0005151171737521463,0.0003,2.0971707446665704,-0.04098737984895706,0.20285870134830475,0.034998003,0.2,829,0.9608920216560364,0.34509493670886077,-0.014959629971086037
1507328,1000.0,92,6502,231,1320.37927136,0.002995002385468619,0.0003,2.135868417154444,0.0006750342436134815,0.2027500420808792,0.028844254,0.2,831,0.9206162095069885,0.33326887376237624,0.0017003479625771541
1523712,1000.0,93,6517,233,1325.0385824500004,0.0006195135440507829,0.0003,2.170513597526991,-0.022524243220686913,0.20182539522647858,0.0319223,0.2,837,0.943919837474823,0.34564667630057805,-0.014249552326610668
1540096,1000.0,94,6532,235,1324.90312787,0.0006594668697709075,0.0003,2.2269950815347523,-0.037777479737997055,0.20070962607860565,0.034918137,0.2,843,0.9580475091934204,0.33393028846153844,-0.0112996371040264
1556480,1000.0,95,6548,237,1325.78260791,0.0010092997977257713,0.0003,2.2791756309625755,-0.042267877608537674,0.20014028251171112,0.032784503,0.2,848,0.955663800239563,0.34629949904580154,-0.00949754025467195
1572864,1000.0,96,6564,239,1324.2805073299999,0.0006888245749998963,0.0003,2.322525657107889,-0.025501014664769173,0.19936047494411469,0.030785117,0.2,853,0.9476486444473267,0.35367435954063603,-0.008849710838987687
1589248,1000.0,97,6581,241,1327.3861680599998,0.0011605249740669068,0.0003,2.3607546518864244,-0.023950528353452682,0.19867044687271118,0.034952875,0.2,857,0.9563175439834595,0.3343488337320574,-0.008898795551161447
1605632,1000.0,98,6595,243,1328.5313554400002,0.0005970020324805522,0.0003,2.4239674145201118,-0.026532229036092758,0.19754354655742645,0.03290146,0.2,862,0.9649717211723328,0.34355533637873753,-0.011243696908537682
1622016,1000.0,99,6605,245,1324.7452156600002,0.0008232866340210732,0.0003,2.518968414354928,-0.018916619941592216,0.19592870771884918,0.040007275,0.2,869,0.956778883934021,0.37325949367088607,-0.012441773722066155
1638400,1000.0,100,6623,247,1325.16497966,0.0011366021110165013,0.0003,2.5670853930970896,-0.005540384445339441,0.19554655253887177,0.030583035,0.2,872,0.9580401182174683,0.3477623980978261,-0.00422802722364988
1654784,1000.0,101,6640,249,1325.1726798999998,0.0008554549018251361,0.0003,2.5826952793524653,-0.010445358231663704,0.1952827423810959,0.032448567,0.2,876,0.9507513046264648,0.35077092511013214,-0.0035433239169677284
1671168,1000.0,102,6654,251,1325.21828091,0.0006304940157733335,0.0003,2.6232189078080026,-0.03134465962648392,0.19423533976078033,0.032377396,0.2,881,0.96281898021698,0.35712719298245615,-0.008638797121187836
1687552,1000.0,103,6670,252,1329.6248738000002,0.0004406650293900339,0.0003,2.6820480330916476,-0.028602497652173042,0.1933688074350357,0.031822987,0.2,885,0.9621436595916748,0.345703125,-0.0080428935629739
1703936,1000.0,104,6682,254,1330.31686407,0.0006883212765992318,0.0003,2.7441829316595565,-0.026970332488417625,0.1924687772989273,0.031538125,0.2,891,0.9580603837966919,0.34942469555873923,-0.012463064247176563
1720320,1000.0,105,6699,256,1332.2319242100002,0.001822137669258719,0.0003,2.7741427188632133,-0.023380879312753677,0.1923431009054184,0.030228203,0.2,894,0.9350670576095581,0.3391029094827586,-0.002379533738411706
1736704,1000.0,106,6714,258,1337.17636451,0.0007229972280811126,0.0003,2.8023436293005943,-0.013891704380512238,0.19152355194091797,0.032653116,0.2,898,0.9621988534927368,0.344573974609375,-0.009906772829708643
1753088,1000.0,107,6733,260,1336.4027810899997,0.0006216521787858249,0.0003,2.850509024014438,-0.03128407523036003,0.19070081412792206,0.030860223,0.2,901,0.9290186762809753,0.3257584397810219,0.0003007468087666661
1769472,1000.0,108,6751,262,1332.7803112299998,0.0019898338718727852,0.0003,2.884797449906667,-0.01001077238470316,0.19049043953418732,0.03096472,0.2,903,0.9177441000938416,0.3518880208333333,0.0017348792986012994
